name,parent,depth,is_category
Polypropylene pipe,Wärmeverteilung_und_Abgabe,5,False
Radiator,Wärmeverteilung_und_Abgabe,5,False
Steel pipe,Wärmeverteilung_und_Abgabe,5,False
Steel radiator,Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system PEX (100mm distance),Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system PEX (200mm distance),Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system PP (100mm distance),Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system PP (200mm distance),Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system copper (100mm distance),Wärmeverteilung_und_Abgabe,5,False
Underfloor heating system copper (200mm distance),Wärmeverteilung_und_Abgabe,5,False
Zehnder Charleston Multicolumn Radiator,Wärmeverteilung_und_Abgabe,5,False
Austrotherm UNIPLATTE®,XPS_weiß,5,False
Bachl ReXPS - Extruded Polystyrene (XPS) foam board,XPS_weiß,5,False
Bachl ReXPS - Extruded Polystyrene (XPS) foam board,XPS_weiß,5,False
Extruded polystyrene (XPS),XPS_weiß,5,False
JACKODUR EVO,XPS_weiß,5,False
RAVATHERM XPS (X) PLUS/ULTRA,XPS_weiß,5,False
RAVATHERM? XPS (X) extruded polystyrene foam insulation with non-halogenated blowing agents,XPS_weiß,5,False
Cellulose fibre blowing insulation material,Zellulose-Einblas-Dämmstoff,5,False
Cellulose fibre board,Zelluloseplatten,5,False
"Blastfurnace cement CEM III/A 42,5 N (na)",Zement,5,False
"Blastfurnace cement CEM III/B 42,5 L-LH/SR (na)",Zement,5,False
"CEM I 42,5 N (st)",Zement,5,False
"CEM I 42,5 R (na)",Zement,5,False
"CEM I 52,5 R (ft)",Zement,5,False
"CEM II/A-LL 32,5 R",Zement,5,False
"CEM II/B-LL 32,5 R (Sackware)",Zement,5,False
"CEM II/B-S 42,5 N",Zement,5,False
"CEM II/C-M (S-LL) 42,5 N ""CZ""",Zement,5,False
"CEM II/C-M (S-LL) 42,5 N-NA ""CZ""",Zement,5,False
"CEM III/A 32,5 N-LH (na)",Zement,5,False
"CEM III/B 42,5 L",Zement,5,False
Cement,Zement,5,False
"Cement (CEM II 32,5)",Zement,5,False
"Cement (CEM II 42,5)",Zement,5,False
"Cement (CEM II 52,5)",Zement,5,False
Cement (CEM II/A),Zement,5,False
Cement (CEM II/B),Zement,5,False
"Cement (CEM III 42,5)",Zement,5,False
"Cement (CEM III 52,5)",Zement,5,False
"Cement (CEM IV 32,5)",Zement,5,False
"Cement (CEM IV 42,5)",Zement,5,False
"Mixed inert cement mortar: T FIX HP, T FIX HP FLEX, T LIVEL LOW",Zement,5,False
"Mixed inert heavy cement mortar: T FIX, HYDRO STOP, RENOVA",Zement,5,False
NEODUR HE 3 green,Zement,5,False
"Portland Cement CEM I 52,5 R",Zement,5,False
"Portland Composite Cement CEM II/A-M (T-L) 42,5 R",Zement,5,False
Portland cement CEM I,Zement,5,False
Siliceous inert cement mortar: RENOVA FINISH,Zement,5,False
TECNIRAPID,Zement,5,False
average cement D,Zement,5,False
blast furnace cement CEM III/A,Zement,5,False
1.3.02. Plan bricks (filled with polystyrene),Ziegel,5,False
Brick (filled with insulating material),Ziegel,5,False
Brick (unfilled),Ziegel,5,False
Brick Slips,Ziegel,5,False
Clinker,Ziegel,5,False
Facade clinker,Ziegel,5,False
Facing brick,Ziegel,5,False
Facing bricks,Ziegel,5,False
Pavers,Ziegel,5,False
Recycling-clinker,Ziegel,5,False
Urban cladding tile,Ziegel,5,False
Wienerberger-02-Protected bricks and ceiling tiles,Ziegel,5,False
Cencon ATM Cash Vault Security System,Zinkbeschläge,5,False
c-lever pro,Zinkbeschläge,5,False
"NedZink NOVA, NedZink NEO, NedZink NOIR",Zinkbleche,5,False
NedZink Naturel,Zinkbleche,5,False
RHEINZINK-CLASSIC® bright-rolled,Zinkbleche,5,False
RHEINZINK-prePATINA® blue-grey and graphite-grey,Zinkbleche,5,False
Zinc sheet,Zinkbleche,5,False
Air ventilation duct (zinc coated steel plate),Zubehör,5,False
EKM90 smoke control damper,Zubehör,5,False
Electromechanical accessories - SIEGENIA-AUBI KG - Smarter Sensor,Zubehör,5,False
GreenWeave textile-based ventilation duct,Zubehör,5,False
Automatic Swing Door Operator ED 900,elektrisch,5,False
Automatic revolving door KTC 2,elektrisch,5,False
"Drives for window, door and/or gate systems - SIEGENIA-AUBI KG - Lift and slide drives",elektrisch,5,False
ED 100/250,elektrisch,5,False
ES 200,elektrisch,5,False
ES 400 System - Sliding Door Operator,elektrisch,5,False
FAAC A952 Drive for swing doors,elektrisch,5,False
KTV Atrium Flex,elektrisch,5,False
MTL Hybrid Lock Series,elektrisch,5,False
Mortise Lock Saflok RT Plus,elektrisch,5,False
Motor Locks SVx 2000(F),elektrisch,5,False
Safe Lock Auditcon,elektrisch,5,False
SafeRoute,elektrisch,5,False
Saffire LX Series,elektrisch,5,False
UniDrive 20,elektrisch,5,False
UniSwing Compact / Robust / Fire,elektrisch,5,False
"Window operator for VELUX GGL/GGU (KMG 100K) and control system (KUX 110), mains connected",elektrisch,5,False
"Window operator for VELUX INTEGRA GGL/GGU, mains connected",elektrisch,5,False
"Window operator for VELUX INTEGRA GPU, top-hung window",elektrisch,5,False
"Window operator for VELUX pivot hinged windows and KSX 100K (for retrofitting), solar powered",elektrisch,5,False
Floor spring BTS 65,mechanisch,5,False
ALWI-S Profile System,Aluminium,6,False
"Aluminium frame profile, powder coated",Aluminium,6,False
"Aluminium profiles for windows, doors, and facades - FEAL d.o.o. - Aluminium profiles for doors (anodized)",Aluminium,6,False
"Aluminium profiles for windows, doors, and facades - FEAL d.o.o. - Aluminium profiles for facades (anodized)",Aluminium,6,False
"Aluminium profiles for windows, doors, and facades - FEAL d.o.o. - Aluminium profiles for facades (blank)",Aluminium,6,False
"Aluminium profiles for windows, doors, and facades - FEAL d.o.o. - Aluminium profiles for windows (anodized)",Aluminium,6,False
"Aluminium profiles for windows, doors, and facades - FEAL d.o.o. - Aluminium profiles for windows (blank)",Aluminium,6,False
"Aluminium wing sash profile, powder coated",Aluminium,6,False
Roof flashing - Roto Frank - Designo roof flashing for recessed installation,Aluminium,6,False
Roof flashing - Roto Frank - Designo roof flashing for standard installation,Aluminium,6,False
Roof flashing - Roto Frank - RotoQ roof flashing for recessed installation,Aluminium,6,False
Roof flashing - Roto Frank - RotoQ roof flashing for standard installation,Aluminium,6,False
ST PRO Green RC,Aluminium,6,False
"Aluminium casement frame section, thermally separated, powder coated",Aluminium_thermisch_getrennt,6,False
"Aluminium frame section, thermally separated, powder coated",Aluminium_thermisch_getrennt,6,False
Aluminium mullion-transom system,Aluminium_thermisch_getrennt,6,False
Aluminium mullion-transom system with triple glazing,Aluminium_thermisch_getrennt,6,False
Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door (EN 15804+A2),Aluminium_thermisch_getrennt,6,False
Frame Profiles for Windows - heroal-Johann Henkenjohann GmbH & Co. KG - lifting-sliding elements (EN 15804+A2),Aluminium_thermisch_getrennt,6,False
Frame Profiles for Windows - heroal-Johann Henkenjohann GmbH & Co. KG - windows (EN 15804+A2),Aluminium_thermisch_getrennt,6,False
Frame profiles for façades - heroal-Johann Henkenjohann GmbH & Co. KG - C50 (EN 15804+A2),Aluminium_thermisch_getrennt,6,False
Calcium silicate board,Calciumsilikat,6,False
MASTERBOARD®,Calciumsilikat,6,False
Microporous calcium silicate thermal insulation,Calciumsilikat,6,False
PROMATECT®-H RWS/HCM,Calciumsilikat,6,False
PROMATECT®?H,Calciumsilikat,6,False
"Promatect-MST®, Promatect-MT®, Promarine 450T®, Promarine 640T®, Supalux M1®, Vermiculux T®, Promatect-MLT®, Promasil® 1100 Super and Promasil® 1000L",Calciumsilikat,6,False
SUPALUX®,Calciumsilikat,6,False
WINDPANEL Standard and WINDPANEL Premium,Calciumsilikat,6,False
Damp insulation PA,Dampfsperre,6,False
Damp insulation PE,Dampfsperre,6,False
"Damp insulation, fence strenghtened PET",Dampfsperre,6,False
DuPont? AirGuard® Air & Vapour Control Layers (5816X),Dampfsperre,6,False
DuPont? Tyvek® Airguard® Smart (2009B),Dampfsperre,6,False
Monarflex RUS 300 (BMI Group Holdings UK Limited),Dampfsperre,6,False
Synwer® ? Syn J 230 Sd 2,Dampfsperre,6,False
Synwer® ? Syn J 230 Sd 20,Dampfsperre,6,False
Synwer® ? Syn Sd 2/100,Dampfsperre,6,False
Synwer® ? Syn Sd 20/100,Dampfsperre,6,False
Synwer® ? Syn Sd variabel 100,Dampfsperre,6,False
Synwer® ? Syn Sd variabel 150,Dampfsperre,6,False
Synwer® ? Syn U 120 Sd 2,Dampfsperre,6,False
Wetguard 200 SA,Dampfsperre,6,False
CR profile (chloroprene rubber),Dichtprofile,6,False
Collar BBX,Dichtprofile,6,False
Collar BDX,Dichtprofile,6,False
Collar BFX,Dichtprofile,6,False
EPDM sealing for aluminium section,Dichtprofile,6,False
"EPDM sealing for aluminium section, thermally separated",Dichtprofile,6,False
Flashing EDN,Dichtprofile,6,False
Flashing EDW,Dichtprofile,6,False
Insulating bar - Technoform Bautec Asia Pacific - Insulating bars made from PA66GF25,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - Coex sealing wire,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - insulbar ESP made of TECATHERM 66 ESP,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - insulbar LI made of TECATHERM 66 GF,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - insulbar LI-RE made of TECATHERM 66 GF RE,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - insulbar RE made of TECATHERM 66 GF RE,Dichtprofile,6,False
Insulating profile - Ensinger GmbH - insulbar REG made of TECATHERM 6 GF,Dichtprofile,6,False
Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile PA 66 GF25,Dichtprofile,6,False
Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of Low Lambda PA 66 GF25,Dichtprofile,6,False
Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of PBT GF30,Dichtprofile,6,False
Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled Low Lambda PA 66 GF25,Dichtprofile,6,False
Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled PA 66 GF25,Dichtprofile,6,False
Sealing profile - Deventer Profile GmbH - Sealing profiles made of TPE-S,Dichtprofile,6,False
Sealing profile - Deventer Profile GmbH - Sealing profiles made of TPE-V,Dichtprofile,6,False
Sealing profile - Deventer Profile GmbH - Sealing profiles made of soft PVC,Dichtprofile,6,False
Sealing profile - M.O.L. Gummiverarbeitung - Extruded rubber profiles made of EPDM,Dichtprofile,6,False
insulating bars - Gargiulo GmbH - insulating bars made of LC PA,Dichtprofile,6,False
insulating bars - Gargiulo GmbH - insulating bars made of PA 66 GF25,Dichtprofile,6,False
insulating bars - Gargiulo GmbH - insulating bars made of PA 66 GF40,Dichtprofile,6,False
sealing systems - Polyschaum - Mixed fiber fleece 600 g/m² on both sides,Dichtprofile,6,False
sealing systems - Polyschaum - Partition wall/nail sealing tape both sides,Dichtprofile,6,False
sealing systems - Polyschaum - Trennfix,Dichtprofile,6,False
"Elastomer joint tape, polysulfide",Elastomer-Fugenbänder,6,False
"Elastomer joint tape, polyurethane",Elastomer-Fugenbänder,6,False
"Elastomer joint tape, silicone rubber",Elastomer-Fugenbänder,6,False
"Joint sealing strips, PE/PP foil",Fugendichtungsbänder,6,False
"Joint sealing strips, butyl",Fugendichtungsbänder,6,False
"Joint sealing strips, fabric",Fugendichtungsbänder,6,False
"Joint sealing strips, polyisobutylene",Fugendichtungsbänder,6,False
Window frame (spruce),Holz,6,False
Window sash (spruce),Holz,6,False
Continuous rooflights - LAMILUX Heinrich Strunz GmbH - Continuous rooflight B (2025),Oberlichter,6,False
Continuous rooflights - LAMILUX Heinrich Strunz GmbH - Continuous rooflight S (2025),Oberlichter,6,False
Glas architecture - LAMILUX Heinrich Strunz GmbH - Glas roof PR60 (2025),Oberlichter,6,False
Glas architecture - LAMILUX Heinrich Strunz GmbH - smoke lift glas roof PR60 (2025),Oberlichter,6,False
Glazing elements - LAMILUX Heinrich Strunz GmbH - Flat roof window FE F100G (2025),Oberlichter,6,False
Glazing elements - LAMILUX Heinrich Strunz GmbH - Flat roof window FE F3 (2025),Oberlichter,6,False
Glazing elements - LAMILUX Heinrich Strunz GmbH - Flat roof window FE passive house energysave (2025),Oberlichter,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Rooflight F100 PC (2025),Oberlichter,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Rooflight F100 PETG (2025),Oberlichter,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Rooflight F100 SAN (2025),Oberlichter,6,False
VELUX frame extension LGI,PVC,6,False
VELUX insulated installation frame BGX,PVC,6,False
Window frame PVC-U,PVC,6,False
Window sash PVC-U,PVC,6,False
2.20.01. Aerated concrete mineral insulation board,Porenbeton,6,False
Components for smoke and heat control systems - Verband Fensterautomation und Entrauchung e.V. - Alarm stations,Rauch-_Wärmeabzugsanlagen,6,False
Components for smoke and heat control systems - Verband Fensterautomation und Entrauchung e.V. - Electrical control panels,Rauch-_Wärmeabzugsanlagen,6,False
Components for smoke and heat control systems - Verband Fensterautomation und Entrauchung e.V. - Electrical drives,Rauch-_Wärmeabzugsanlagen,6,False
Components for smoke and heat control systems - Verband Fensterautomation und Entrauchung e.V. - Pneumatic cylinders,Rauch-_Wärmeabzugsanlagen,6,False
Components for smoke and heat control systems - Verband Fensterautomation und Entrauchung e.V. - Pneumatic valves,Rauch-_Wärmeabzugsanlagen,6,False
Continuous rooflights - LAMILUX Heinrich Strunz GmbH - Continuous rooflight B smoke lift (2025),Rauch-_Wärmeabzugsanlagen,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Smoke lift rooflight F100 RWA PC (2025),Rauch-_Wärmeabzugsanlagen,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Smoke lift rooflight F100 RWA PETG (2025),Rauch-_Wärmeabzugsanlagen,6,False
Rooflight domes - LAMILUX Heinrich Strunz GmbH - Smoke lift rooflight F100 RWA SAN (2025),Rauch-_Wärmeabzugsanlagen,6,False
Steel mullion-transom system,Stahl,6,False
Steel mullion-transom system with triple glazing,Stahl,6,False
